company_confidence,opd_device,fda_device,opd_company,fda_company,dataset_type,stop_words_used,tfidf_score,fuzzy_token_set_score,levenshtein_score,jaro_winkler_score,opd_metadata_2017,opd_metadata_2018,opd_metadata_2019,opd_metadata_2020,opd_metadata_2021,opd_metadata_2022,opd_metadata_2023,opd_metadata_total,fda_metadata_dateoffinaldecision,fda_metadata_panellead,fda_metadata_primaryproductcode,id,match_human
High,software and accessories,Biograph Vision.X and Biograph Vision.X Edge,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,none,5.869999886,41,33,54.95999908,2398716.25,2932903.25,2184356.25,0,0,0,0,7515975.5,7/13/2023,Radiology,KPS,209,
High,system somatom definition edge,Biograph Vision.X and Biograph Vision.X Edge,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,system,5.869999886,40,42,52.79999924,0,0,0,0,3052.350098,252.3158112,3465,6769.666016,7/13/2023,Radiology,KPS,210,
High,magnetom essenza a tim and dot system,Biograph Vision.X and Biograph Vision.X Edge,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,system,4.269999981,39,33,55.56000137,59.97826004,945.387146,0,0,0,0,0,1005.365417,7/13/2023,Radiology,KPS,211,
High,magnetom verio a tim and dot system,Biograph Vision.X and Biograph Vision.X Edge,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,system,4.269999981,43,36,59,107048.4531,24919.09961,0,0,0,0,0,131967.5625,7/13/2023,Radiology,KPS,212,
High,magnetom verio a tim and dot system,Biograph Vision.X and Biograph Vision.X Edge,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,system,4.269999981,43,36,59,3499.380371,1089.858643,2512.134521,217.8817139,0,0,0,7319.255371,7/13/2023,Radiology,KPS,213,
High,radiochemistry eckert and ziegler (e&z) modular-lab,Biograph Vision.X and Biograph Vision.X Edge,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,3.839999914,36,36,53.40999985,6463.978516,0,0,0,0,0,0,6463.978516,7/13/2023,Radiology,KPS,214,
High,brainscope one,BrainScope Ahead 100,"BrainScope Company, Inc.","BRAINSCOPE COMPANY, INC",Research Payments,none,15.06000042,83,71,89.13999939,0,0,0,203372.875,191587.8594,85425.875,52094.37109,532481,11/17/2014,Neurology,PIW,215,
High,brainscope one,BrainScope Ahead 100,"BrainScope Company, Inc.","BRAINSCOPE COMPANY, INC",General Payments,none,15.06000042,83,71,89.13999939,0,0,0,39481.27344,373251.0625,321064.25,61220.17969,795016.8125,11/17/2014,Neurology,PIW,216,
High,modified brainscope one,BrainScope Ahead 100,"BrainScope Company, Inc.","BRAINSCOPE COMPANY, INC",General Payments,none,11.22999954,67,56,62.66999817,0,41131.18359,23624.02539,0,0,0,0,64755.21094,11/17/2014,Neurology,PIW,217,
High,modified brainscope one,BrainScope Ahead 100,"BrainScope Company, Inc.","BRAINSCOPE COMPANY, INC",Research Payments,none,11.22999954,67,56,62.66999817,0,0,225482.875,0,0,0,0,225482.875,11/17/2014,Neurology,PIW,218,
High,brainscope one,BrainScope TBI,"BrainScope Company, Inc.","BrainScope Company, Inc.",Research Payments,none,20.20000076,83,79,91.43000031,0,0,0,203372.875,191587.8594,85425.875,52094.37109,532481,9/11/2019,Neurology,PIW,219,
High,brainscope one,BrainScope TBI,"BrainScope Company, Inc.","BrainScope Company, Inc.",General Payments,none,20.20000076,83,79,91.43000031,0,0,0,39481.27344,373251.0625,321064.25,61220.17969,795016.8125,9/11/2019,Neurology,PIW,220,
High,modified brainscope one,BrainScope TBI,"BrainScope Company, Inc.","BrainScope Company, Inc.",Research Payments,none,15.06000042,83,59,62.63000107,0,0,225482.875,0,0,0,0,225482.875,9/11/2019,Neurology,PIW,221,
High,modified brainscope one,BrainScope TBI,"BrainScope Company, Inc.","BrainScope Company, Inc.",General Payments,none,15.06000042,83,59,62.63000107,0,41131.18359,23624.02539,0,0,0,0,64755.21094,9/11/2019,Neurology,PIW,222,
High,brainscope one,Brainscope Ahead 200,"BrainScope Company, Inc.","BRAINSCOPE COMPANY, INC.",Research Payments,none,15.06000042,83,71,89.13999939,0,0,0,203372.875,191587.8594,85425.875,52094.37109,532481,5/15/2015,Neurology,PIW,223,
High,brainscope one,Brainscope Ahead 200,"BrainScope Company, Inc.","BRAINSCOPE COMPANY, INC.",General Payments,none,15.06000042,83,71,89.13999939,0,0,0,39481.27344,373251.0625,321064.25,61220.17969,795016.8125,5/15/2015,Neurology,PIW,224,
High,modified brainscope one,Brainscope Ahead 200,"BrainScope Company, Inc.","BRAINSCOPE COMPANY, INC.",General Payments,none,11.22999954,67,56,62.66999817,0,41131.18359,23624.02539,0,0,0,0,64755.21094,5/15/2015,Neurology,PIW,225,
High,modified brainscope one,Brainscope Ahead 200,"BrainScope Company, Inc.","BRAINSCOPE COMPANY, INC.",Research Payments,none,11.22999954,67,56,62.66999817,0,0,225482.875,0,0,0,0,225482.875,5/15/2015,Neurology,PIW,226,
High,briefcase,BriefCase,Aidoc Medical Ltd,"Aidoc Medical, Ltd.",General Payments,none,100,100,100,100,0,0,0,0,0,0,17685.67969,17685.67969,8/26/2020,Radiology,QAS,227,
High,briefcase,BriefCase,Aidoc Medical Ltd,"Aidoc Medical, Ltd.",General Payments,none,100,100,100,100,0,0,0,0,0,0,17685.67969,17685.67969,4/15/2019,Radiology,QAS,228,
High,briefcase,BriefCase,Aidoc Medical Ltd,"Aidoc Medical, Ltd.",General Payments,none,100,100,100,100,0,0,0,0,0,0,17685.67969,17685.67969,10/7/2022,Radiology,QAS,229,
High,briefcase,BriefCase,Aidoc Medical Ltd,"Aidoc Medical, Ltd.",General Payments,none,100,100,100,100,0,0,0,0,0,0,17685.67969,17685.67969,5/17/2022,Radiology,QAS,230,
High,briefcase,BriefCase,Aidoc Medical Ltd,"Aidoc Medical, Ltd.",General Payments,none,100,100,100,100,0,0,0,0,0,0,17685.67969,17685.67969,8/1/2018,Radiology,QAS,231,
High,briefcase,BriefCase,Aidoc Medical Ltd,"Aidoc Medical, Ltd.",General Payments,none,100,100,100,100,0,0,0,0,0,0,17685.67969,17685.67969,6/3/2022,Radiology,QAS,232,
High,briefcase,BriefCase,Aidoc Medical Ltd,"Aidoc Medical, Ltd.",General Payments,none,100,100,100,100,0,0,0,0,0,0,17685.67969,17685.67969,3/14/2022,Radiology,QFM,233,
High,briefcase,BriefCase,Aidoc Medical Ltd,"Aidoc Medical, Ltd.",General Payments,none,100,100,100,100,0,0,0,0,0,0,17685.67969,17685.67969,9/28/2022,Radiology,QAS,234,
High,briefcase,BriefCase,Aidoc Medical Ltd,"Aidoc Medical, Ltd.",General Payments,none,100,100,100,100,0,0,0,0,0,0,17685.67969,17685.67969,6/19/2020,Radiology,QAS,235,
High,briefcase,BriefCase,Aidoc Medical Ltd,"Aidoc Medical, Ltd.",General Payments,none,100,100,100,100,0,0,0,0,0,0,17685.67969,17685.67969,8/26/2022,Radiology,QAS,236,
High,briefcase,BriefCase,Aidoc Medical Ltd,"Aidoc Medical, Ltd.",General Payments,none,100,100,100,100,0,0,0,0,0,0,17685.67969,17685.67969,12/29/2020,Radiology,QAS,237,
High,briefcase,BriefCase,Aidoc Medical Ltd,"Aidoc Medical, Ltd.",General Payments,none,100,100,100,100,0,0,0,0,0,0,17685.67969,17685.67969,4/26/2022,Radiology,QAS,238,
High,briefcase,BriefCase,Aidoc Medical Ltd,"Aidoc Medical, Ltd.",General Payments,none,100,100,100,100,0,0,0,0,0,0,17685.67969,17685.67969,12/5/2022,Radiology,QFM,239,
High,briefcase,BriefCase,Aidoc Medical Ltd,"Aidoc Medical, Ltd.",General Payments,none,100,100,100,100,0,0,0,0,0,0,17685.67969,17685.67969,11/18/2022,Radiology,QAS,240,
High,briefcase,BriefCase,Aidoc Medical Ltd,"Aidoc Medical, Ltd.",General Payments,none,100,100,100,100,0,0,0,0,0,0,17685.67969,17685.67969,5/31/2019,Radiology,QAS,241,
High,briefcase,BriefCase,Aidoc Medical Ltd,"Aidoc Medical, Ltd.",General Payments,none,100,100,100,100,0,0,0,0,0,0,17685.67969,17685.67969,12/20/2019,Radiology,QAS,242,
High,briefcase,BriefCase,Aidoc Medical Ltd,"Aidoc Medical, Ltd.",General Payments,none,100,100,100,100,0,0,0,0,0,0,17685.67969,17685.67969,3/21/2022,Radiology,QAS,243,
High,briefcase,BriefCase,Aidoc Medical Ltd,"Aidoc Medical, Ltd.",General Payments,none,100,100,100,100,0,0,0,0,0,0,17685.67969,17685.67969,2/1/2023,Radiology,QFM,244,
High,briefcase,"BriefCase, RIB Fractures Triage (RibFx)",Aidoc Medical Ltd,"Aidoc Medical, Ltd.",General Payments,none,24.39999962,100,40,85,0,0,0,0,0,0,17685.67969,17685.67969,4/14/2021,Radiology,QFM,245,
High,butterfly iq+,Butterfly iQ/iQ+ Ultrasound System,"Butterfly Network, Inc.","Butterfly Network, Inc.",General Payments,system,15.06000042,86,55,87.5,0,0,0,0,0,26395.18555,0,26395.18555,3/31/2023,Radiology,IYO,246,
High,butterfly iq,Butterfly iQ/iQ+ Ultrasound System,"Butterfly Network, Inc.","Butterfly Network, Inc.",Research Payments,system,15.06000042,86,55,87.5,0,0,0,0,110809.1094,0,0,110809.1094,3/31/2023,Radiology,IYO,247,
High,butterfly iq,Butterfly iQ/iQ+ Ultrasound System,"Butterfly Network, Inc.","Butterfly Network, Inc.",General Payments,system,15.06000042,86,55,87.5,71168.79688,79614.50781,391657.9375,234851.5,222532.3594,0,0,999825.0625,3/31/2023,Radiology,IYO,248,
High,butterfly iq+,Butterfly iQ/iQ+ Ultrasound System,"Butterfly Network, Inc.","Butterfly Network, Inc.",Research Payments,system,15.06000042,86,55,87.5,0,0,0,0,0,336486.6563,0,336486.6563,3/31/2023,Radiology,IYO,249,
High,butterfly iq,Butterfly iQ3 Ultrasound System,"Butterfly Network, Inc.","Butterfly Network, Inc.",Research Payments,system,15.06000042,86,56,87.73999786,0,0,0,0,110809.1094,0,0,110809.1094,1/4/2024,Radiology,IYN,250,
High,butterfly iq+,Butterfly iQ3 Ultrasound System,"Butterfly Network, Inc.","Butterfly Network, Inc.",Research Payments,system,15.06000042,86,56,87.73999786,0,0,0,0,0,336486.6563,0,336486.6563,1/4/2024,Radiology,IYN,251,
High,butterfly iq,Butterfly iQ3 Ultrasound System,"Butterfly Network, Inc.","Butterfly Network, Inc.",General Payments,system,15.06000042,86,56,87.73999786,71168.79688,79614.50781,391657.9375,234851.5,222532.3594,0,0,999825.0625,1/4/2024,Radiology,IYN,252,
High,butterfly iq+,Butterfly iQ3 Ultrasound System,"Butterfly Network, Inc.","Butterfly Network, Inc.",General Payments,system,15.06000042,86,56,87.73999786,0,0,0,0,0,26395.18555,0,26395.18555,1/4/2024,Radiology,IYN,253,
High,diagnostic medical imaging software,CAC Software,Imbio Inc.,"Imbio, Inc.",General Payments,none,12.53999996,80,47,52.09000015,0,0,0,0,0,0,13500,13500,6/13/2023,Radiology,JAK,254,
High,carto 3 system,"CARTOÂ 3 EP Navigation System Software V8.0 (FG-5400-00, FG-5400-00U)","Biosense Webster, Inc.","Biosense Webster, Inc.",Research Payments,system,20.12000084,100,37,69.55999756,106811.6484,56289.78906,0,5886.57373,0,0,0,168988.0156,9/7/2023,Cardiovascular,DQK,255,
High,carto 3 system,"CARTOÂ 3 EP Navigation System Software V8.0 (FG-5400-00, FG-5400-00U)","Biosense Webster, Inc.","Biosense Webster, Inc.",General Payments,system,20.12000084,100,37,69.55999756,1364715.625,944189.75,1424248.375,1001433.875,0,0,0,4734587.5,9/7/2023,Cardiovascular,DQK,256,
High,carto 3,"CARTOÂ 3 EP Navigation System Software V8.0 (FG-5400-00, FG-5400-00U)","Biosense Webster, Inc.","Biosense Webster, Inc.",Research Payments,system,20.12000084,100,21,82.30000305,0,0,0,0,71859.15625,8760.878906,98336.70313,178956.7344,9/7/2023,Cardiovascular,DQK,257,
High,carto 3,"CARTOÂ 3 EP Navigation System Software V8.0 (FG-5400-00, FG-5400-00U)","Biosense Webster, Inc.","Biosense Webster, Inc.",General Payments,system,20.12000084,100,21,82.30000305,0,0,0,0,849838.5625,1282150.875,1584744.5,3716734,9/7/2023,Cardiovascular,DQK,258,
High,carto 3 system rmt,"CARTOÂ 3 EP Navigation System Software V8.0 (FG-5400-00, FG-5400-00U)","Biosense Webster, Inc.","Biosense Webster, Inc.",General Payments,system,9.039999962,88,41,66.26000214,16863.13281,3168.600098,993.3621216,716.8131714,0,0,0,21741.9082,9/7/2023,Cardiovascular,DQK,259,
High,carto smarttouch,"CARTOÂ 3 EP Navigation System Software V8.0 (FG-5400-00, FG-5400-00U)","Biosense Webster, Inc.","Biosense Webster, Inc.",Research Payments,system,9.039999962,48,29,59.83000183,33097.43359,0,0,0,0,0,0,33097.43359,9/7/2023,Cardiovascular,DQK,260,
High,spinplus navigation,"CARTOÂ 3 EP Navigation System Software V8.0 (FG-5400-00, FG-5400-00U)","Biosense Webster, Inc.","Biosense Webster, Inc.",General Payments,system,9.039999962,69,30,48.88000107,0,0,0,152.744812,0,0,0,152.744812,9/7/2023,Cardiovascular,DQK,261,
High,carto patches,"CARTOÂ 3 EP Navigation System Software V8.0 (FG-5400-00, FG-5400-00U)","Biosense Webster, Inc.","Biosense Webster, Inc.",General Payments,system,9.039999962,56,30,61.49000168,0,0,0,179.9713898,0,0,0,179.9713898,9/7/2023,Cardiovascular,DQK,262,
High,carto cfae,"CARTOÂ 3 EP Navigation System Software V8.0 (FG-5400-00, FG-5400-00U)","Biosense Webster, Inc.","Biosense Webster, Inc.",General Payments,system,9.039999962,67,25,64.55000305,204280.7344,123384.7813,140896.7344,53324.83203,0,0,0,521887.0938,9/7/2023,Cardiovascular,DQK,263,
High,carto smarttouch,"CARTOÂ 3 EP Navigation System Software V8.0 (FG-5400-00, FG-5400-00U)","Biosense Webster, Inc.","Biosense Webster, Inc.",General Payments,system,9.039999962,48,29,59.83000183,166802.0469,119350.9375,320807.5938,48699.73438,0,0,0,655660.3125,9/7/2023,Cardiovascular,DQK,264,
High,acclarent ent navigation system,"CARTOÂ 3 EP Navigation System Software V8.0 (FG-5400-00, FG-5400-00U)","Biosense Webster, Inc.","Biosense Webster, Inc.",General Payments,system,6.739999771,71,52,62.29999924,0,319.7886353,0,0,0,0,0,319.7886353,9/7/2023,Cardiovascular,DQK,265,
High,cerec,CEREC Ortho Software,Dentsply Sirona Inc,Dentsply Sirona,General Payments,none,33.52000046,100,40,85,350.3352051,86204.59375,354792.7188,455994.2813,262120.6563,323676.9375,280300.0625,1763439.625,1/11/2018,Dental,PNN,266,
Low,cerec,CEREC Ortho Software,Dentsply Sirona Orthodontics Inc,Dentsply Sirona,General Payments,none,33.52000046,100,40,85,108.0105972,3754.012451,8577.695313,294.3286743,232.3638153,0,0,12966.41113,1/11/2018,Dental,PNN,267,
Low,imaging software,CEREC Ortho Software,Dentsply Sirona Orthodontics Inc,Dentsply Sirona,General Payments,none,15.06000042,67,50,55.97000122,0,408.6889343,71.65534973,0,0,0,0,480.3442688,1/11/2018,Dental,PNN,268,
High,cerec omnicam,CEREC Ortho Software,Dentsply Sirona Inc,Dentsply Sirona,General Payments,none,15.06000042,56,48,67.18000031,0,0,0,0,0,171.4797974,0,171.4797974,1/11/2018,Dental,PNN,269,
High,cerec tessera,CEREC Ortho Software,Dentsply Sirona Inc,Dentsply Sirona,General Payments,none,15.06000042,56,55,84.29000092,0,0,0,0,0,0,17518.88086,17518.88086,1/11/2018,Dental,PNN,270,
High,ortho box,CEREC Ortho Software,Dentsply Sirona Inc,Dentsply Sirona,General Payments,none,15.06000042,71,48,56.63999939,0,0,0,0,13.14524269,32.61968231,0,45.76492691,1/11/2018,Dental,PNN,271,
High,imaging software,CEREC Ortho Software,Dentsply Sirona Inc,Dentsply Sirona,General Payments,none,15.06000042,67,50,55.97000122,0,1840.265015,64477.24219,2994.947266,1724.095825,1039.509033,348.1900024,72424.25,1/11/2018,Dental,PNN,272,
Low,ortho plaster,CEREC Ortho Software,Dentsply Sirona Orthodontics Inc,Dentsply Sirona,General Payments,none,15.06000042,56,55,64.72000122,0,22.99459076,0,0,0,0,0,22.99459076,1/11/2018,Dental,PNN,273,
High,clarus,CLARUS,"Carl Zeiss Meditec, Inc.","Carl Zeiss Meditec, Inc",General Payments,none,100,100,100,100,0,0,0,265979.25,0,88066.39844,85157.46094,439203.125,6/25/2019,Ophthalmic,QER,274,
High,clarus,CLARUS,"Carl Zeiss Meditec USA, Inc.","Carl Zeiss Meditec, Inc",General Payments,none,100,100,100,100,0,0,0,0,0,64310.89453,48719.51563,113030.4063,6/25/2019,Ophthalmic,QER,275,
High,clarus 500,CLARUS,"Carl Zeiss Meditec, Inc.","Carl Zeiss Meditec, Inc",General Payments,none,44.93999863,100,75,92,0,0,0,0,79255.36719,0,0,79255.36719,6/25/2019,Ophthalmic,QER,276,
High,clarus 700,CLARUS,"Carl Zeiss Meditec, Inc.","Carl Zeiss Meditec, Inc",General Payments,none,44.93999863,100,75,92,0,0,72441.75781,0,90093.08594,0,0,162534.8438,6/25/2019,Ophthalmic,QER,277,
High,clarus 500,CLARUS,"Carl Zeiss Meditec USA, Inc.","Carl Zeiss Meditec, Inc",General Payments,none,44.93999863,100,75,92,0,0,0,0,15791.24414,0,0,15791.24414,6/25/2019,Ophthalmic,QER,278,
High,clarus 700,CLARUS,"Carl Zeiss Meditec USA, Inc.","Carl Zeiss Meditec, Inc",General Payments,none,44.93999863,100,75,92,0,0,0,0,32192.40625,0,0,32192.40625,6/25/2019,Ophthalmic,QER,279,
High,clarus 500 fundus camera,CLARUS,"Carl Zeiss Meditec, Inc.","Carl Zeiss Meditec, Inc",General Payments,none,27.88999939,100,40,85,141701,310485,243564.75,0,0,0,0,695750.75,6/25/2019,Ophthalmic,QER,280,
High,clarus 500 fundus camera,CLARUS,"Carl Zeiss Meditec, Inc.","Carl Zeiss Meditec, Inc",Research Payments,none,27.88999939,100,40,85,10081.32031,0,0,0,0,0,0,10081.32031,6/25/2019,Ophthalmic,QER,281,
Medium,caption guidance,Caption Guidance,"Caption Health, Inc.",Caption Health,General Payments,none,100,100,100,100,0,0,0,0,0,85501.46875,12120,97621.46875,4/16/2020,Radiology,QJU,282,
Medium,caption guidance,Caption Guidance,"Caption Health, Inc.",Caption Health,General Payments,none,100,100,100,100,0,0,0,0,0,85501.46875,12120,97621.46875,9/18/2020,Radiology,QJU,283,
Medium,caption interpretation autoef,Caption Guidance,"Caption Health, Inc.",Caption Health,General Payments,none,15.06000042,61,53,69.34999847,0,0,0,0,0,0,9050,9050,4/16/2020,Radiology,QJU,284,
Medium,caption interpretation autoef,Caption Guidance,"Caption Health, Inc.",Caption Health,General Payments,none,15.06000042,61,53,69.34999847,0,0,0,0,0,0,9050,9050,9/18/2020,Radiology,QJU,285,
Medium,caption interpretation autoef,Caption Interpretation Automated Ejection Fraction Software,"Caption Health, Inc.",Caption Health,General Payments,none,26.23999977,86,66,89.83000183,0,0,0,0,0,0,9050,9050,7/22/2020,Radiology,QIH,286,
High,caption interpretation autoef,Caption Interpretation Automated Ejection Fraction Software,"Caption Health, Inc.","Caption Health, Inc",General Payments,none,26.23999977,86,66,89.83000183,0,0,0,0,0,0,9050,9050,2/24/2023,Radiology,QVD,287,
Medium,caption interpretation autoef,Caption Interpretation Automated Ejection Fraction Software,"Caption Health, Inc.",Caption Health,General Payments,none,26.23999977,86,66,89.83000183,0,0,0,0,0,0,9050,9050,1/19/2022,Radiology,QIH,288,
Medium,caption guidance,Caption Interpretation Automated Ejection Fraction Software,"Caption Health, Inc.",Caption Health,General Payments,none,9.869999886,61,35,66.38999939,0,0,0,0,0,85501.46875,12120,97621.46875,7/22/2020,Radiology,QIH,289,
Medium,caption guidance,Caption Interpretation Automated Ejection Fraction Software,"Caption Health, Inc.",Caption Health,General Payments,none,9.869999886,61,35,66.38999939,0,0,0,0,0,85501.46875,12120,97621.46875,1/19/2022,Radiology,QIH,290,
High,caption guidance,Caption Interpretation Automated Ejection Fraction Software,"Caption Health, Inc.","Caption Health, Inc",General Payments,none,9.869999886,61,35,66.38999939,0,0,0,0,0,85501.46875,12120,97621.46875,2/24/2023,Radiology,QVD,291,
High,cardiologs platform,CardioLogs ECG Analysis Platform,Cardiologs Technologies,Cardiologs Technologies,General Payments,none,29.11000061,100,75,90.81999969,0,0,0,0,105611.7344,0,0,105611.7344,6/26/2017,Cardiovascular,DPS,292,
High,universal viewer,Centricity Universal Viewer,GE HEALTHCARE,GE Healthcare,General Payments,none,65.69999695,100,74,71.83999634,122677.7578,0,0,0,0,0,0,122677.7578,12/14/2018,Radiology,LLZ,293,
High,centricity,Centricity Universal Viewer,GE HealthCare,GE Healthcare,General Payments,none,33.52000046,100,54,87.41000366,0,0,0,0,0,1841.820068,0,1841.820068,12/14/2018,Radiology,LLZ,294,
High,centricity,Centricity Universal Viewer,GE HEALTHCARE,GE Healthcare,General Payments,none,33.52000046,100,54,87.41000366,44750.62109,0,0,0,0,0,480,45230.62109,12/14/2018,Radiology,LLZ,295,
High,centricity practice solution,Centricity Universal Viewer,GE HEALTHCARE,GE Healthcare,General Payments,none,11.22999954,58,58,86.09999847,345.9968872,0,0,0,0,0,0,345.9968872,12/14/2018,Radiology,LLZ,296,
High,centricity perinatal connect,Centricity Universal Viewer,GE HEALTHCARE,GE Healthcare,General Payments,none,11.22999954,58,62,85.54000092,3107.681885,0,0,0,0,0,0,3107.681885,12/14/2018,Radiology,LLZ,297,
High,packages for gsi and gsi volume viewer,Centricity Universal Viewer,GE Healthcare,GE Healthcare,Research Payments,none,6.260000229,46,49,65.56999969,0,0,4848.723145,0,0,0,0,4848.723145,12/14/2018,Radiology,LLZ,298,
High,ceribell rapid response,Ceribell Status Epilepticus Monitor,"Ceribell, Inc.","Ceribell, Inc.",General Payments,none,9.350000381,55,55,84.81999969,0,0,0,0,78.64656067,86.43747711,390.4400024,555.5240479,5/23/2023,Neurology,OMB,299,
High,ceribell rapid eeg,Ceribell Status Epilepticus Monitor,"Ceribell, Inc.","Ceribell, Inc.",General Payments,none,9.350000381,62,49,82.56999969,0,0,0,0,0,0,20.45999908,20.45999908,5/23/2023,Neurology,OMB,300,
High,ceribell rapid resonse eeg,Ceribell Status Epilepticus Monitor,"Ceribell, Inc.","Ceribell, Inc.",General Payments,none,7.78000021,56,52,82.80999756,0,0,0,0,0,41.37587738,0,41.37587738,5/23/2023,Neurology,OMB,301,
High,ceribell repid response eeg,Ceribell Status Epilepticus Monitor,"Ceribell, Inc.","Ceribell, Inc.",General Payments,none,7.78000021,55,52,68.73999786,0,0,0,0,0,0,56040,56040,5/23/2023,Neurology,OMB,302,
High,ceribell rapid response eeg,Ceribell Status Epilepticus Monitor,"Ceribell, Inc.","Ceribell, Inc.",Research Payments,none,7.78000021,55,52,82.79000092,0,0,0,0,71985.63281,346524.9063,210717.4844,629228,5/23/2023,Neurology,OMB,303,
High,ceribell rapid release eeg,Ceribell Status Epilepticus Monitor,"Ceribell, Inc.","Ceribell, Inc.",General Payments,none,7.78000021,56,52,66.15000153,0,0,0,0,0,0,20,20,5/23/2023,Neurology,OMB,304,
High,ceribell rapid respons eeg,Ceribell Status Epilepticus Monitor,"Ceribell, Inc.","Ceribell, Inc.",General Payments,none,7.78000021,56,52,83.38999939,0,0,0,0,0,0,128.2400055,128.2400055,5/23/2023,Neurology,OMB,305,
High,ceribell rapid response eeg,Ceribell Status Epilepticus Monitor,"Ceribell, Inc.","Ceribell, Inc.",General Payments,none,7.78000021,55,52,82.79000092,0,0,0,0,268446.75,71289.54688,1182086,1521822.25,5/23/2023,Neurology,OMB,306,
High,ceribell rapid eeg device,Ceribell Status Epilepticus Monitor,"Ceribell, Inc.","Ceribell, Inc.",General Payments,none,7.78000021,50,50,68.91999817,0,0,0,0,8.681033134,0,0,8.681033134,5/23/2023,Neurology,OMB,307,
High,clearpoint system,ClearPoint Maestro Brain Model,"ClearPoint Neuro, Inc.","ClearPoint Neuro, Inc.",General Payments,system,27.88999939,74,60,84.98000336,0,0,230556.1406,266563.375,0,0,0,497119.5313,8/8/2022,Radiology,QIH,308,
High,clearpoint,ClearPoint Maestro Brain Model,"ClearPoint Neuro, Inc.","ClearPoint Neuro, Inc.",General Payments,none,27.88999939,100,50,86.66999817,0,0,0,0,0,381329,531461.3125,912790.3125,8/8/2022,Radiology,QIH,309,
High,clearpoint system,ClearPoint Maestro Brain Model,"ClearPoint Neuro, Inc.","ClearPoint Neuro, Inc.",Research Payments,system,27.88999939,74,60,84.98000336,0,0,31401.38477,29351.63281,0,0,0,60753.01563,8/8/2022,Radiology,QIH,310,
High,clearpoint neuro workstation,ClearPoint Maestro Brain Model,"ClearPoint Neuro, Inc.","ClearPoint Neuro, Inc.",General Payments,none,9.350000381,59,66,86.73999786,0,0,0,0,391848.0313,0,0,391848.0313,8/8/2022,Radiology,QIH,311,
High,clearpoint system,ClearPoint System (Software Version 2.2),"ClearPoint Neuro, Inc.",ClearPoint Neuro Inc.,Research Payments,system,27.88999939,100,63,89.19000244,0,0,31401.38477,29351.63281,0,0,0,60753.01563,11/27/2023,Neurology,HAW,312,
High,clearpoint system,ClearPoint System (Software Version 2.2),"ClearPoint Neuro, Inc.",ClearPoint Neuro Inc.,General Payments,system,27.88999939,100,63,89.19000244,0,0,230556.1406,266563.375,0,0,0,497119.5313,11/27/2023,Neurology,HAW,313,
High,clearpoint,ClearPoint System (Software Version 2.2),"ClearPoint Neuro, Inc.",ClearPoint Neuro Inc.,General Payments,system,27.88999939,100,43,85.41000366,0,0,0,0,0,381329,531461.3125,912790.3125,11/27/2023,Neurology,HAW,314,
High,clearpoint neuro workstation,ClearPoint System (Software Version 2.2),"ClearPoint Neuro, Inc.",ClearPoint Neuro Inc.,General Payments,system,9.350000381,58,58,85.94999695,0,0,0,0,391848.0313,0,0,391848.0313,11/27/2023,Neurology,HAW,315,
High,cleerly labs,Cleerly ISCHEMIA,"Cleerly, Inc.","Cleerly, Inc",General Payments,none,20.20000076,74,64,87.16999817,0,0,0,0,0,0,7956.910156,7956.910156,9/8/2023,Cardiovascular,QXZ,316,
High,cleerly labs,Cleerly Labs,"Cleerly, Inc.",Cleerly Inc,General Payments,none,100,100,100,100,0,0,0,0,0,0,7956.910156,7956.910156,11/5/2019,Radiology,LLZ,317,
High,cleerly labs,Cleerly Labs v2.0,"Cleerly, Inc.","Cleerly, Inc.",General Payments,none,65.69999695,100,86,95,0,0,0,0,0,0,7956.910156,7956.910156,10/2/2020,Radiology,LLZ,318,
High,contour protege ai+,Contour ProtegeAI,MIM Software Inc.,MIM Software Inc.,General Payments,none,15.06000042,86,97,98.88999939,0,0,0,0,0,6611.394531,0,6611.394531,7/2/2020,Radiology,QKB,319,
High,contour protege ai,Contour ProtegeAI,MIM Software Inc.,MIM Software Inc.,General Payments,none,15.06000042,86,97,98.88999939,0,11648.97559,0,0,0,106166.5078,1158.5,118973.9766,7/2/2020,Radiology,QKB,320,
High,contour protege ai,Contour ProtegeAI,MIM Software Inc.,MIM Software Inc.,General Payments,none,15.06000042,86,97,98.88999939,0,11648.97559,0,0,0,106166.5078,1158.5,118973.9766,10/20/2021,Radiology,QKB,321,
High,contour protege ai+,Contour ProtegeAI,MIM Software Inc.,MIM Software Inc.,General Payments,none,15.06000042,86,97,98.88999939,0,0,0,0,0,6611.394531,0,6611.394531,10/20/2021,Radiology,QKB,322,
High,contour protege ai+,Contour ProtÃ©gÃ©AI,MIM Software Inc.,MIM Software Inc.,General Payments,none,15.06000042,79,86,94.30999756,0,0,0,0,0,6611.394531,0,6611.394531,4/6/2023,Radiology,QKB,323,
